Doculect,Concept,Segments
cand1248,FIVE,"['k', 'o', 'w', 'i', 'ʂ', '+', 'p', 'tʃ', 'i', 'a', 'ɾ', 'o']"
cand1248,FLOWER,"['tʃ', 'a', 'p', 'o']"
cand1248,FLY (MOVE THROUGH AIR),"['j', 'a', 'j', 'a', 'n', 'tʃ', 'i']"
cand1248,FOOT,"['k', 'o', 'ts', 'i', 'tʃ']"
cand1248,FOUR,"['i', 'p', 'o', 'n', 'p', 'o', 'n', 'a', 'ɾ', 'o']"
cand1248,GIVE,"['p', 'a', 'n', 'a', 'm', 'aː', 'm', 'a']"
cand1248,GRASS,"['tʃ', 'i', 'ɾ', 'i', 'tʃ', 'i', 'ɾ', 'i']"
cand1248,GREEN,"['k', 'a', 'w', 'a', 'm', 'p', 'a', 'n', 'a']"
cand1248,HAIR,"['m', 'o', 'tʃ', 'oː', 'ʂ', 'i']"
cand1248,HAND,"['k', 'o', 'w', 'i', 'tʃ']"
cand1248,HEAD,"['m', 'oː', 'tʃ', 'o']"
cand1248,HEAR,"['m', 'a', 'ʂ', 'i', 'n', 'a', 'm', 'aː', 'm', 'a']"
cand1248,HEART,"['m', 'a', 'ŋ', 'k', 'o']"
cand1248,HEAVY,"['k', 'a', 'j', 'a', 'k', 'a']"
cand1248,HIT,"['p', 'ʂ', 'k', 'o', 'm', 'aː', 'm', 'a']"
cand1248,HOW,"['t', 'a', 'm', 'aː', 'p', 'a', 'ɾ', 'i']"
cand1248,I,"['n', 'o', 'w', 'a']"
cand1248,KILL,"['p', 'a', 'tʃ', 'a', 'm', 'aː', 'm', 'a']"
cand1248,LAUGH,"['s', 't', 'a', 'm', 'aː', 'm', 'a']"
cand1248,LEAF,"['w', 'aː', 'ɾ', 'o']"
cand1248,LEFT,"['m', 'p', 'a', 'ʂ', 'i', 'n', 'o', 'ŋ', 'k', 'tʃ', 'i']"
cand1248,BE ALIVE,"['t', 'a', 'm', 'aː', 'm', 'a']"
cand1248,LIVER,"['ʃ', 'i', 'p', 'i', 'tʃ']"
cand1248,LONG,"['w', 'a', 'ʂ', 'o', 'ɾ', 'aː', 'n', 'i']"
cand1248,LOUSE,"['iː', 's', 'i']"
cand1248,MOUTH,"['k', 'o', 'k', 'o']"
cand1248,NAME,"['s', 'oː', 'ɾ', 'a']"
cand1248,NEAR,"['w', 'a', 'ts', 'i', 'ɾ', 'iː', 't', 'a']"
cand1248,NECK,"['j', 'aː', 'ɾ', 'p', 'o', 'n', 'i', 'tʃ']"
cand1248,NEW,"['k', 'a', 'n', 'i', 'a', 's', 'tʃ', 'i']"
cand1248,NOSE,"['ʃ', 'iː', 'p', 'a']"
cand1248,NOT,"['n', 't', 'a']"
cand1248,ONE,"['m', 'i', 'n', 'a', 'm', 't', 'a']"
cand1248,OTHER,"['m', 'i', 'n', 'o']"
cand1248,PERSON,"['t', 'p', 'oː', 'ts', 'i']"
cand1248,RIGHT,"['m', 'p', 'o', 'ts', 'a', 'n', 'o', 'ŋ', 'k', 'tʃ', 'i']"
cand1248,RIVER,"['k', 'o', 'ŋ', 'k', 'o']"
cand1248,ROTTEN,"['k', 'o', 'tʃ', 'aː', 'ɾ', 'i']"
cand1248,SAND,"['m', 'a', 'ʂ', 'a', 'tʃ', 'i']"
cand1248,SAY,"['t', 'aː', 'm', 'aː', 'm', 'a']"
cand1248,SEE,"['p', 'a', 'm', 'aː', 'm', 'a']"
cand1248,SEED,"['w', 'a', 'tʃ', 'o']"
cand1248,SIT,"['k', 'o', 'ʈʂ', 'i', 'n', 'a', 'm', 'aː', 'm', 'a']"
cand1248,SKY,"['k', 'a', 'n', 'i', 'n', 't', 'a']"
cand1248,SLEEP,"['m', 'a', 'm', 'aː', 'm', 'a']"
cand1248,SMOKE (EXHAUST),"['m', 's', 'aː', 's', 'i']"
cand1248,SMOOTH,"['m', 'o', 'ʈʂ', 'a', 'ʈʂ', 'a']"
cand1248,SPIT,"['k', 'a', 'w', 'a', 'tʃ', 'i', 'm', 'aː', 'm', 'a']"
cand1248,STAND,"['i', 'ts', 'i', 'ɾ', 'a', 'm', 'aː', 'm', 'a']"
cand1248,STAR,"['ts', 'a', 'ŋ', 'k', 'a', 'tʃ', 'i']"
cand1248,STONE,"['p', 'a', 't', 'o', 'm', 'p', 'tʃ', 'i']"
cand1248,SUCK,"['k', 'a', 'm', 'o', 'p', 'ʃ', 'f', 'm', 'aː', 'm', 'a']"
cand1248,SUN,"['ʂ', 'aː', 'ɾ', 'i']"
cand1248,SWIM,"['k', 'o', 'ɾ', 'iː', 'ŋ', 'k', 'a', 'm', 'aː', 'm', 'a']"
cand1248,TAIL,"['w', 'a', 'n', 'iː', 'ʃ', 'i']"
cand1248,THAT,"['i', 'n', 'i']"
cand1248,THEY,"['tʃ', 'i', 'j', 'a']"
cand1248,THICK,"['w', 'a', 'ʃ', 'i', 't', 'aː', 'n', 'i']"
cand1248,THIN,"['ʈʂ', 'a', 'ŋ', 'k', 'i', 't', 'a', 'm', 'a']"
cand1248,THINK,"['tʃ', 'i', 'n', 'a', 'm', 'aː', 'm', 'a']"
cand1248,THIS,"['i', 'n', 'i']"
cand1248,THREE,"['t', 'oː', 'tʃ', 'p', 'a']"
cand1248,TIE,"['k', 'a', 'm', 'o', 'ɾ', 'i', 'm', 'aː', 'm', 'a']"
cand1248,TONGUE,"['n', 'i', 'a', 'p', 'o', 'ɾ', 'i', 'tʃ']"
cand1248,TOOTH,"['n', 'a', 'sː', 'i', 'tʃ']"
cand1248,TREE,"['j', 'a', 's', 'i', 'n', 'a']"
cand1248,TWO,"['ts', 'i', 'm', 'p', 'o', 'n', 'o']"
cand1248,VOMIT,"['k', 'a', 't', 'a', 'm', 'aː', 'm', 'a']"
cand1248,WATER,"['k', 'o', 'ŋ', 'k', 'o']"
cand1248,WHAT,"['m', 'a', 'j', 'a']"
cand1248,WHERE,"['t', 'a', 'm', 'a', 'n', 'ʃ', 'i', 't', 'a']"
cand1248,WHITE,"['m', 'p', 'oː', 'ɾ', 'ʃ', 'i']"
cand1248,WHO,"['tʃ', 'a', 'k', 'a']"
cand1248,WIDE,"['o', 'm', 'a', 'n', 'i']"
cand1248,WING,"['w', 'a', 'ʂ', 'iː', 't', 'p', 'o', 'ŋ', 'k', 'tʃ', 'i']"
cand1248,WIND,"['k', 'a', 'm', 'p', 'o', 's', 'o', 'ɾ', 'o']"
cand1248,WOMAN,"['k', 'iː', 'ʂ', 'a']"
cand1248,YEAR,"['m', 'a', 's', 'aː', 'tʃ', 'i']"
cand1248,YELLOW,"['p', 'ts', 'i', 'j', 'a', 'ɾ', 'o', 'm', 'aː', 'ʃ', 'i']"
cand1248,YOU,"['s', 'i', 'j', 'a']"
cand1248,THOU,"['ʃ', 'i', 'j', 'a']"
muni1258,BACK,"['t', 'u', 'm', 'ɾ', 'ɨ', 'ʔ', 'ɨ']"
muni1258,BAD,"['s', 'm', 'e', 'c', 'u']"
muni1258,BARK,"['tʃ', 'a', 't', 'p', 'i', 'ç', 'ɨ']"
muni1258,BELLY,"['p', 'd', 'i', 's', 't', 'i']"
muni1258,BIG,"['n', 'a', 'n', 'e']"
muni1258,BIRD,"['m', 'i', 'tʃ', 'i', 'ʔ', 'i']"
muni1258,BITE,"['ʂ', 'a']"
muni1258,BLACK,"['a', 'ʂ', 't', 'u']"
muni1258,BLOOD,"['tʃ', 'a', 'ʔ', 's', 'i', 'ɾ', 'a']"
muni1258,BLOW (OF WIND),"['ʂ', 'u', 'n', 'u']"
muni1258,BONE,"['s', 't', 'i', 'p', 'i']"
muni1258,BREATHE,"['ɾ', 'ɨ', 'ʔ', 's', 'm', 'a']"
muni1258,CLOUD,"['p', 'tʃ', 'i']"
muni1258,COME,"['m', 'a']"
muni1258,DAY (NOT NIGHT),"['ɲ', 'u', 'ʔ', 'u']"
muni1258,DIE,"['k', 'ɨ', 'a']"
muni1258,DIRTY,"['a', 'p', 'ɨ', 'p', 'ɨ']"
muni1258,DOG,"['h', 'i', 'n', 'u']"
muni1258,DRINK,"['n', 'i', 'ç', 't', 'a']"
muni1258,DRY,"['t', 'ɨ', 'n', 'a']"
muni1258,DUST,"['a', 'p', 'u', 'h', 't', 'u', 'ʔ', 'm', 'e']"
muni1258,EAR,"['e', 'p', 'ɾ', 'a']"
muni1258,EARTH (SOIL),"['p', 'ɨ', 'm', 'ɨ']"
muni1258,EAT,"['ʂ', 'a']"
muni1258,EGG,"['w', 'ɨ', 'h', 'a']"
muni1258,EYE,"['w', 'ɨ', 'ʔ', 'n', 'ɨ']"
muni1258,FALL,"['w', 'ɨ', 'ʔ', 'k', 'a']"
muni1258,FAR,"['t', 'i', 'h', 'n', 'a']"
muni1258,FEATHER,"['tʃ', 'i', 't', 'n', 'a']"
muni1258,FIRE,"['tʃ', 'u', 's', 'ɨ']"
muni1258,FISH,"['i', 'm', 'a']"
muni1258,FIVE,"['ts', 'aː', 'ʃ', 'o', 'w', 'a']"
muni1258,FLOWER,"['tʃ', 'a', 'tʃ', 'a', 'p', 'ɨ', 'ʔ', 'ɨ']"
muni1258,FLY (MOVE THROUGH AIR),"['ɲ', 'u', 'ʔ', 'k', 'i']"
muni1258,FOOT,"['h', 't', 'a', 't', 'ɨ', 'n', 'ɨ']"
muni1258,FOUR,"['ts', 'a', 'ʔ', 'f', 'a']"
muni1258,GIVE,"['p', 'a']"
muni1258,GOOD,"['tʃ', 'u']"
muni1258,GRASS,"['m', 'a', 'm', 'ç', 'a']"
muni1258,HAIR,"['tʃ', 'a', 'ç', 'p', 'ɨ', 'ɾ', 'a']"
muni1258,HAND,"['h', 't', 'a', 'ʔ', 's', 'ɨ', 'ɾ', 'a']"
muni1258,HEAD,"['u', 'k', 'ɨ', 'ɾ', 'a']"
muni1258,HEAR,"['m', 'a', 's', 'n', 'a']"
muni1258,HEART,"['d', 'ɨ', 's', 'e', 'ɾ', 'a']"
muni1258,HEAVY,"['h', 'ɨ', 'ts', 'ɨ', 'ts', 'a', 'ʔ', 'a']"
muni1258,HERE,"['n', 'a', 'n', 'e', 'ʔ', 'e']"
muni1258,HIT,"['ʂ', 'a', 't', 'u']"
muni1258,HOW,"['p', 'e', 'ɾ', 'n', 'a']"
muni1258,I,"['a', 'ʔ', 'p', 'a', 'ʔ', 'n', 'ɨ']"
muni1258,KILL,"['p', 'i']"
muni1258,LAUGH,"['ʈʂ', 'a', 'ʂ', 't', 'i']"
muni1258,LEAF,"['tʃ', 'a', 't', 'u', 'i']"
muni1258,BE ALIVE,"['ɾ', 'ɨ']"
muni1258,LIVER,"['tʃ', 'a', 'm', 'e', 'ɾ', 'a']"
muni1258,LONG,"['m', 'ɨ', 'w', 'ɨ', 'ʔ', 'ʂ', 'u']"
muni1258,LOUSE,"['ɲ', 'u']"
muni1258,MANY,"['p', 'a', 'h', 'ts', 'a', 'ʔ', 'a']"
muni1258,MOUNTAIN,"['ɾ', 'u', 'ʔ', 'm', 'u']"
muni1258,MOUTH,"['p', 'i']"
muni1258,NAME,"['w', 'ɨ', 'ʔ', 'c', 'u']"
muni1258,NEAR,"['s', 'e', 'ɾ', 'k', 'a', 'ʔ', 'n', 'a']"
muni1258,NECK,"['tʃ', 'a', 'ʂ', 'n', 'i', 'ʔ', 'ɲ', 'e']"
muni1258,NEW,"['ç', 'i']"
muni1258,NIGHT,"['u', 'ʔ', 'ts', 'a']"
muni1258,NOSE,"['ɨ', 'ʔ', 'ʂ', 'ɨ']"
muni1258,NOT,"['a', 'p', 'ɾ', 'a']"
muni1258,ONE,"['w', 'ɨ', 'ʔ', 'ts', 'a', 'ʔ', 'a']"
muni1258,OTHER,"['p', 'ɨ', 'ts', 'ɨ']"
muni1258,PERSON,"['i', 'w', 'ɨ', 'ʔ', 'ɨ']"
muni1258,RED,"['a', 'f', 'e']"
muni1258,RIVER,"['i', 'd', 'ɨ']"
muni1258,ROOT,"['tʃ', 'a', 'h', 'p', 'ɨ']"
muni1258,ROPE,"['w', 'ɨ', 'h', 'p', 'ɨ']"
muni1258,ROTTEN,"['tʃ', 't', 'u']"
muni1258,SAND,"['s', 'm', 'a', 'ʔ', 's', 'a']"
muni1258,SAY,"['tʃ', 'a']"
muni1258,SEA,"['k', 'o', 'tʃ', 'a']"
muni1258,SEE,"['ɲ', 'a']"
muni1258,SEED,"['tʃ', 'a', 'ʔ', 'p', 'ɨ', 'ɾ', 'a']"
muni1258,SHARP,"['s', 'ɨ', 'n', 'i']"
muni1258,SHORT,"['s', 't', 'ɨ', 's', 't', 'a']"
muni1258,SIT,"['ç', 'a', 'w', 'ɨ']"
muni1258,SKY,"['tʃ', 'ɨ', 'ʔ']"
muni1258,SLEEP,"['s', 't', 'ɨ', 'n', 'ɨ']"
muni1258,SMALL,"['m', 'i', 'ɲ', 'a', 'ʔ', 'ʂ', 'a']"
muni1258,SMOKE (EXHAUST),"['tʃ', 'u', 'h', 't', 'ɨ']"
muni1258,SMOOTH,"['a', 'ç', 'm', 'a']"
muni1258,SPIT,"['j', 'a', 'ʂ', 'n', 'ɨ']"
muni1258,STAND,"['ɨ', 'ʔ', 't', 'ɨ']"
muni1258,STAR,"['tʃ', 'a', 'tʃ', 'a']"
muni1258,STONE,"['s', 'ɨ', 's', 't', 'ɨ']"
muni1258,SUCK,"['w', 'a']"
muni1258,SUN,"['f', 'a']"
muni1258,SWIM,"['ʂ', 'u', 's', 'i']"
muni1258,TAIL,"['ɾ', 'u', 'k', 'u']"
muni1258,THAT,"['ɨ', 'n̥', 'a', 'n', 'e']"
muni1258,THEY,"['a', 'ç', 'a', 'ɨ', 'n', 'e']"
muni1258,THICK,"['m', 'ɨ', 'p', 'e', 'ʔ', 'ʂ', 'u']"
muni1258,THINK,"['n', 'u', 'ç', 't', 'a']"
muni1258,THIS,"['ɨ', 'n̥', 'a', 'n', 'e']"
muni1258,THREE,"['u', 'ts', 'm', 'ɨ']"
muni1258,TIE,"['d', 'i']"
muni1258,TONGUE,"['t', 'ɨ', 'ɾ', 'a']"
muni1258,TOOTH,"['d', 'i', 'ɾ', 'a']"
muni1258,TREE,"['a', 'p', 'a', 'ʔ', 'n', 'ɨ']"
muni1258,TWO,"['u', 'ts', 'p', 'a']"
muni1258,VOMIT,"['k', 'u', 'k', 'i']"
muni1258,WATER,"['i', 'd', 'ɨ']"
muni1258,WET,"['ç', 'a', 'j', 'u']"
muni1258,WHAT,"['t', 'i', 'ʔ', 'k', 'u']"
muni1258,WHERE,"['m', 'a', 'n', 'c', 'a']"
muni1258,WHITE,"['a', 'h', 'n', 'e', 'd', 'a', 'ts', 'a', 'ʔ', 'a']"
muni1258,WHO,"['p', 'u', 't', 'a', 'd', 'u', 'ç', 'a']"
muni1258,WIDE,"['a', 'k', 'a', 't', 'a']"
muni1258,WING,"['tʃ', 'i', 't', 'ɨ', 'n', 'a']"
muni1258,WIND,"['m', 'ɨ', 'ʔ', 'ç', 'a']"
muni1258,WOMAN,"['m', 'ɨ', 'h', 'm', 'ɨ', 'ʈʂ', 'ɨ']"
muni1258,THOU,"['a', 'ʔ', 'p', 'a', 'ʔ', 'p', 'ɨ']"
taus1253,ALL,"['a', 'w', 'u', 'n']"
taus1253,ANIMAL,"['n', 'i', 'j', 'i', 'ʔ', 'i']"
taus1253,ASH,"['t', 'u', 'ʔ', 'k', 'a']"
taus1253,BACK,"['a', 'ʔ', 'x', 'o', 'n', 't', 'ɨ', 'ʔ', 'n', 'a', '+', 'ʔ', 'k', 'u']"
taus1253,BAD,"['j', 'a', 'ʔ', 'k', 'a', 'n', 't', 'u']"
taus1253,BARK,"['a', 'w', 'a', 'ʔ', 'i', 'tʃ', 'i']"
taus1253,BELLY,"['a', 'ʔ', 'k', 'u', 'ɨ', 'n', 't', 'ɨ']"
taus1253,BIG,"['h', 'o', 'ʔʰ', 'u', 'a']"
taus1253,BIRD,"['tʃ', 'i', 'j', 'u']"
taus1253,BITE,"['a', 'ʔ', 'x', 'o']"
taus1253,BLACK,"['a', 'j', 'o', '+', 'o', 'n', 't', 'u', 'ʔ']"
taus1253,BLOOD,"['a', 'ʔ', 't', 'a', 'ʔ']"
taus1253,BLOW (OF WIND),"['a', 'ʔ', 'x', 'o', 'n', 'ɨ']"
taus1253,BLUNT,"['i', 'tʃ', 'i', 'h', 'i', 'n̥', 'i', 'ɾ', 'o']"
taus1253,BONE,"['h', 'u', 'ʔ']"
taus1253,COME,"['i', 'n', 't', 'ɨ']"
taus1253,DAY (NOT NIGHT),"['i', 'tʃ', 'i', 'ʔ', 'k', 'u', 'ɾ', 'o']"
taus1253,DIE,"['w', 'a', 'ʔ']"
taus1253,DIRTY,"['a', 'j', 'o', '+', 'o', 'n', 't', 'u', 'ʔ']"
taus1253,DOG,"['o', 'n', 'a', 'n', 't', 'a']"
taus1253,DRINK,"['u', 'n', 't', 'i', 'ʔ']"
taus1253,DRY,"['i', 'ʔ', 't', 'a', 'ʔ', 'a', 'n', 't', 'a', 'ɾ', 'o']"
taus1253,DUST,"['i', 'w', 'a']"
taus1253,EAR,"['a', 'ʔ', 'oː']"
taus1253,EARTH (SOIL),"['u', 'ʔ', 'u', 'n', 't', 'u']"
taus1253,EAT,"['u', 'n', 't', 'u', 'ʔ']"
taus1253,EGG,"['a', 'ʔ', 't', 'u', 'w', 'a', '+', 'k', 'ɨ', 'ʔ', 't', 'u']"
taus1253,EYE,"['a', 'ʔ', 'tʃ', 'i', 'w', 'i', 'h', 'i', 'ʔ']"
taus1253,FALL,"['k', 'u', 'a', 'n̥', 'a']"
taus1253,FAR,"['ɨ', 'ʔ', 'i', 'w', 'a', 'n']"
taus1253,FEATHER,"['ɲ', 'a', 'h', 'a', 'n']"
taus1253,FEW,"['a', 'tʃ', 'i', 'n', 't', 'u', 'h', 'i', 'ɾ', 'o']"
taus1253,FIRE,"['h', 'o', 'n', 't', 'o', 'ʔ']"
taus1253,FIVE,"['u', 'ʔ', 'k', 'o', 'n', 't', 'a', 'w', 'a']"
taus1253,FLOWER,"['a', 'w', 'a', 'n', 'ɨ', 'ʔ', 'k', 'ɨ']"
taus1253,FOUR,"['n', 'ɨ', 'ʔ', 'k', 'ɨ', 'n', 'ɨ', 'n', 'ɨ']"
taus1253,GIVE,"['a', 'n', 'a']"
taus1253,GOOD,"['j', 'a', 'ʔ', 't', 'u', 'ʔ', 'a']"
taus1253,GRASS,"['i', 'tʃ', 'u', 'n', 't', 'u', 'ʔ']"
taus1253,FAT (ORGANIC SUBSTANCE),"['i', 'ʔ', 'x', 'a', 'h']"
taus1253,HAIR,"['a', 'ʔ', 'tʃ', 'i', 'ʔ', 'tʃ', 'i', 'ʔʰ', 'a']"
taus1253,HAND,"['j', 'a', 'w', 'a']"
taus1253,HEAD,"['n', 'u', 'ʔ']"
taus1253,HEAR,"['a', 'ʔ', 'k', 'o', 'n', 'o']"
taus1253,HEART,"['a', 'ʔ', 't', 'a', 'n', 't', 'u']"
taus1253,HERE,"['a', 'ʔ', 'ɨ']"
taus1253,HIT,"['a', 'w', 'ɨ', 'n']"
taus1253,HOW,"['ɨ', 'n', 't', 'ɨ', 'h', 'a', 'n']"
taus1253,I,"['u', 'j', 'o']"
taus1253,LEAF,"['a', 'w', 'a', 'ʔ', 'j', 'a']"
taus1253,BE ALIVE,"['i', 'n', 'ɨ']"
taus1253,LIVER,"['a', 'ʔ', 'x', 'u']"
taus1253,LOUSE,"['a', 'ʔ', 'w', 'l', 'tʃ', 'a']"
taus1253,MANY,"['h', 'o', 'ʔ', 'w', 'u']"
taus1253,MOUNTAIN,"['a', 'w', 'o', 'w', 'a']"
taus1253,MOUTH,"['a', 'ʔ', 'ɲ', 'a', 'n', 't', 'a', 'ʔ', 'k', 'u']"
taus1253,NAME,"['n', 'u', 'ʔ', 'x', 'u']"
taus1253,NARROW,"['h', 'o', 'ʔ', 'w', 'u', 'h', 'i', 'ɾ', 'o']"
taus1253,NEAR,"['ɨ', 'i', 'w', 'a', 'n̥', 'i', 'ɾ', 'o']"
taus1253,NECK,"['a', 'j', 'i', 'w', 'a', 'ʔʰ', 'u', 'ʔ']"
taus1253,NEW,"['h', 'i', 'ʔ', 'n', 'a', '+', 'n', 'a', 'ʔ', 'k', 'ɨ']"
taus1253,NIGHT,"['i', 'ʔ', 'tʃ', 'i', 'a']"
taus1253,NOSE,"['t', 'a', 'n', 't', 'a', 'n']"
taus1253,NOT,"['n', 'a', 'ʔʰ', 'i', 'ɾ', 'o']"
taus1253,ONE,"['w', 'a', 'tʃ', 'i', 'ʔ', 'k', 'a', 'n', 't', 'o']"
taus1253,OTHER,"['j', 'i', 'ʔ', 't', 'u', 'a']"
taus1253,RED,"['a', 'tʃ', 'i', 'j', 'a']"
taus1253,RIGHT,"['x', 'o', 'h', 'u', 'ɨ', 'n']"
taus1253,RIVER,"['w', 'ɨ', 'i']"
taus1253,ROOT,"['o', 'ʔ', 't', 'i', 'n', 't', 'i', 'h']"
taus1253,ROTTEN,"['i', 'ʔ', 'tʃ', 'a', 'n', 't', 'ɨ', 'h', 'ɨ']"
taus1253,SAND,"['h', 'ɨ', 'i', 'ɲ', 'u', 'n', 't', 'u', 'ʔ']"
taus1253,SEA,"['w', 'ɨ', 'i', 'ʔ', 'k', 'ɨ', '+', 'w', 'a', 'n', 't', 'ɨ', 'ʔ', 'j', 'o']"
taus1253,SEED,"['h', 'i', 'ʔ']"
taus1253,SHORT,"['a', 'h', 'a', 'n', 't', 'a', 'ʔ', 'k', 'ɨ', 'h', 'i', 'ɾ', 'o']"
taus1253,SIT,"['a', 'ʔ', 't', 'ɨ']"
taus1253,SKY,"['a', 'ʔ', 'k', 'ɨ', 'n']"
taus1253,SLEEP,"['o', 'ʔ', 'j', 'a']"
taus1253,SMOOTH,"['a', 'ʔ', 'i', 'h', 'i', 'n̥', 'i', 'ɾ', 'o']"
taus1253,SPIT,"['t', 'u', 'h', 'u', 'a', 'n', 'ɨ']"
taus1253,STAR,"['a', 'ʔ', 'tʃ', 'i', 'w', 'i']"
taus1253,STONE,"['h', 'a', 'n', 'ɨ', 'ʔ', 'tʃ', 'i']"
taus1253,STRAIGHT,"['x', 'o', 'h', 'u', 'ɨ', 'n']"
taus1253,SUN,"['a', 'ʔ', 'k', 'u', 'ʔ']"
taus1253,SWIM,"['x', 'o', 'ʔ', 'k', 'ɨ', '+', 'n', 'o', 'ʔ', 'k', 'u', 'a', 'n', 'ɨ', 'ʔ', 'n', 'ɨ']"
taus1253,TAIL,"['u', 'ʔ', '+', 'x', 'u', 'ɨ']"
taus1253,THAT,"['n', 'i']"
taus1253,THERE,"['tʃ', 'o', 'n']"
taus1253,THEY,"['n', 'a', 'ʔ', 'n', 'ɨ', '+', 'i', 'n']"
taus1253,THIN,"['h', 'o', 'ʔ', 'w', 'u', 'h', 'i', 'ɾ', 'o']"
taus1253,THINK,"['n', 'u', 'ʔ', 'tʃ', 'i']"
taus1253,THIS,"['n', 'i']"
taus1253,THREE,"['w', 'a', 'sʰ', 'i', 'u', 'n', 'w', 'e', 'a', 'n', 't', 'u']"
taus1253,TIE,"['ɨ', 'i', 'ʔ', 't', 'a', 'ʔ']"
taus1253,TONGUE,"['a', 'ʔ', 'k', 'ɨ', 'h', 'ɨ', 'ʔ']"
taus1253,TOOTH,"['a', 'ɲ', 'u', 'n', 'ɨ']"
taus1253,TREE,"['a', 'w', 'a', 'h']"
taus1253,TWO,"['a', 'tʃ', 'i', 'n', 'i']"
taus1253,VOMIT,"['a', 'ʔ', 'x', 'a', 'ʔ', 'a']"
taus1253,WATER,"['w', 'ɨ', 'i']"
taus1253,WET,"['i', 'tʃ', 'u', 'n', 't', 'u', 'n', 'o', 'ʔ']"
taus1253,WHAT,"['a', 'n', 't', 'u', 'ʔʰ', 'a', 'n']"
taus1253,WHEN,"['i', 'n', 'ɨ', 'h', 'a', 'n']"
taus1253,WHERE,"['h', 'i', 'h', 'a', 'n']"
taus1253,WHITE,"['h', 'a', 'ʔ', 'a', 'n', 't', 'a']"
taus1253,WHO,"['k', 'u', 'ʔʰ', 'a', 'n']"
taus1253,WIDE,"['h', 'o', 'ʔ', 'w', 'u']"
taus1253,WING,"['a', 'ʔ', 'a']"
taus1253,WOMAN,"['ɲ', 'o', 'ʔ', 'o', 'n']"
taus1253,YOU,"['i', 'n', 't', 'ɨ']"
taus1253,THOU,"['i', 'j', 'o']"
urar1246,ALL,"['s', 'a', 't', 'ĩː']"
urar1246,ANIMAL,"['a', 't', 'a', 'j', 'b', 'i', '+', 'ɲ', 'aː', 'e']"
urar1246,ASH,"['a', 'h', 'aː', 'n', 'e']"
urar1246,BACK,"['k', 'u', 'ɽ', 'i']"
urar1246,BAD,"['b', 'aː', 's', 'o']"
urar1246,BARK,"['k', 'a', 'ɽ', 'i']"
urar1246,BECAUSE,"['h', 'a', 'ʉ̃']"
urar1246,BELLY,"['s', 'ʉ', 'ɽ', 'i']"
urar1246,BIG,"['t', 'a', 'b', 'aː']"
urar1246,BITE,"['k', 'a', 'l', 'a']"
urar1246,BLACK,"['h', 'i', 'tʃ', 'u', 'hʷ', 'a', 'j']"
urar1246,BLOOD,"['k', 'w', 'i', 'tʃ', 'a', 'n', 'a']"
urar1246,BONE,"['b', 'ʉ', 'k', 'ʉ']"
urar1246,COME,['ʉ']
urar1246,DAY (NOT NIGHT),"['h', 'a', 'n', 'o', 'n', 'aː']"
urar1246,DIE,"['n', 'i', 'h', 'j', 'a', 'u']"
urar1246,DOG,"['ɽ', 'eː', 'm', 'a', 'e']"
urar1246,DRINK,"['k', 'o', 'e', 'n', 'e']"
urar1246,EAR,"['i', 'ɽ', 'i', 'tʃ', 'u']"
urar1246,EARTH (SOIL),"['a', 't', 'a', 'n', 'e']"
urar1246,EAT,"['l', 'e', 'n', 'o', 'n', 'e']"
urar1246,EYE,"['n', 'u', 't', 'a']"
urar1246,FALL,"['k', 'o', 'm', 'o']"
urar1246,FEW,"['h', 'i', 'ɽ', 'u', 'a', 't', 'a', 'h', 'e', 'i']"
urar1246,FIRE,"['ʉ', 's', 'i']"
urar1246,FISH,"['a', 't', 'e']"
urar1246,FIVE,"['s', 'a', 'u', 'k', 'i']"
urar1246,FOOT,"['t', 'i', 'h', 'j', 'a']"
urar1246,FOUR,"['h', 'eː', 'n', 'a']"
urar1246,GIVE,"['t', 'e']"
urar1246,GOOD,"['k', 'a', 'u', 'a', 'tʃ', 'a']"
urar1246,GRASS,"['a', 'h', 'a', 'e', 'n', 'a']"
urar1246,GREEN,"['b', 'e', 'ɽ', 'a', 'ʉ', 'e', 's', 'i', 'o', 'hʷ', 'aː']"
urar1246,HAND,"['b', 'i', 'h', 'i']"
urar1246,HEAD,"['k', 'u', 't', 'ʉ', 'ɽ', 'i']"
urar1246,HEAR,"['a', 'u', 'n', 'a']"
urar1246,HEART,"['s', 'ʉː', 'h', 'a']"
urar1246,HEAVY,"['a', 'n', 'a', 'i', 't', 'o']"
urar1246,HERE,"['k', 'ʉ']"
urar1246,HIT,"['b', 'a', 'ʉ', 'l', 'e', 'n', 'e', 't', 'o']"
urar1246,HOW,"['dʒ', 'a', 't', 'o', 'a', 'n', 'i', 'a']"
urar1246,I,"['k', 'a', 'n', 'ʉ']"
urar1246,IF,"['h', 'a', 'n', 'a', 'n', 'i', 'a', 'n', 'e']"
urar1246,IN,"['k', 'ʉ', 'a', 'n', 'e']"
urar1246,KILL,"['s', 'u']"
urar1246,LAUGH,"['k', 'w', 'e', 'n', 'a']"
urar1246,LEFT,"['a', 'h', 'aː']"
urar1246,BE ALIVE,"['i', 'tʃ', 'a', 'u']"
urar1246,LIVER,"['n', 'a', 'h', 'a', 'ɽ', 'i']"
urar1246,LONG,"['k', 'a', 'ɽ', 'a', 't', 'o', 'a']"
urar1246,MANY,"['a', 'ɽ', 'a', 'h', 'ĩː']"
