# Wordlist

# DATA
ID	DOCULECT	VALUE	FORM	CONCEPT	TOKENS	COGID	MORPHEMES	ALIGNMENT	NOTE
3918	Wampis	kijin	kijin	heavy	k i h i n	884		k i h i n	
4222	Yagua	jima	jima	heavy	h i m a	893		h i m a	
4434	Yanesha	eɲeɻ	eɲeɻ	heavy	e ɲ e ɻ	894		e ɲ e ɻ	
4526	Zaparo	inyaka	inyaka	heavy	i ɲ a k a	885		i ɲ a k - a	
#
72	Iquito	kiniki	kiniki	here	k i n i k i	900		k i n i k i	here
377	Ocaina	bá	bá	here	b !á/a	902		b !á/a - - - -	
378	Ocaina	bɯ̃́	bɯ̃́	here	b !ɯ̃́/ɯ	902		b !ɯ̃́/ɯ - - - -	
559	Resigaro	βeʔi	βeʔi	here	β e ʔ i	904		β e ʔ i	
760	WitotoMinica	bené	bené	here	b e n !é/e	902		b e n - - !é/e	
761	WitotoMinica	benó	benó	here	b e n !ó/o	902		b e n - - !ó/o	
972	WitotoMurui	benomo	benomo	here	b e n o m o	902		b e n o m o	
1178	WitotoNipode	benó	benó	here	b e n !ó/o	902		b e n - - !ó/o	
1306	Aguaruna	jui	jui	here	j ʊ i	895		j ʊ - i	
1440	Arabela	nija	nija	here	n i h a	896		n i h a	
1680	Chayahuita	isɨkɨ	isɨkɨ	here	i s ɨ k ɨ	899		i s ɨ k ɨ	
1805	Muniche	naneʔe	naneʔe	here	n a n e ʔ e	901		n a n e ʔ e	
1919	Taushiro	aʔɨ	aʔɨ	here	a ʔ ɨ	905		a ʔ ɨ	
2397	Proto-Bora-Muinane	hi-noo-ri	hi-noo-ri	here	h i n o o r i	897		h i n o - o r i	
2398	Bora	í-ɲeé-ri	í-ɲeé-ri	here	!í/i ɲ e !é/e r i	897		- !í/i ɲ e - !é/e r i	
2399	Muinane	hi-néé-ri	hi-néé-ri	here	h i n !é/e !é/e r i	897		h i n !é/e - !é/e r i	
2631	AchuarShiwiar	jú̃ni	jú̃ni	here	h !ú̃/u n i	895		h !ú̃/u n i	
2823	Canichana	heuniche	heuniche	here	h e u n i tʃ e	898		h e u n i tʃ e	
3252	Shiwilu	asek	asek	here	a s ə ˀk	899		a s ə ˀk -	
3433	Shuar	juí	juí	here	h u !í/i	895		h u - !í/i	
3617	Omurano	ńtalo	ńtalo	here	n t a l o	903		n t a l o	Tessmann: hier
3694	Yameo	anṹlaṛa	anṹlaṛa	here	a n !ṹ/u l a !ṛ/r a	897		- a n !ṹ/u l a !ṛ/r a	Tessmann: hier
3863	Urarina	kaɨ́	kaɨ́	here	k a !ɨ́/i	906		k a !ɨ́/i	
3895	Wampis	jui	jui	here	h u i	895		h u - i	
4233	Yagua	yu	yu	here	j u	895		j u - -	
4447	Yanesha	aɻ	aɻ	here	a ɻ	907		a ɻ	
4527	Zaparo	ani	ani	here	a n i	908		a n i	Varient: aniti
#
75	Iquito	jaátaaraa	jaátaaraa	how	h !aá/aː t aː r aː	916		h !aá/aː t aː r aː	how
370	Ocaina	dzoʔxáʔmɯ	dzoʔxáʔmɯ	how	dz o ʔ x !á/a ʔ m ɯ	918		dz o ʔ x !á/a ʔ m ɯ	
371	Ocaina	dzoʔɸɯɯráʔ	dzoʔɸɯɯráʔ	how	dz o ʔ ɸ ɯː r !á/a ʔ	927		dz o ʔ ɸ ɯː r !á/a ʔ	
556	Resigaro	hidéʔhee	hidéʔhee	how	h i d !é/e ʔ h eː	919		h i d !é/e ʔ h eː	
755	WitotoMinica	nɯ́eθe	nɯ́eθe	how	n !ɯ́/ɯ e θ e	923		n !ɯ́/ɯ e θ e	
756	WitotoMinica	nédi	nédi	how	n !é/e d i	928		n !é/e d i	
968	WitotoMurui	nɯeθe	nɯeθe	how	n ɯ e θ e	923		n ɯ e θ e	
1174	WitotoNipode	naitó	naitó	how	n a i t !ó/o	924		n a i t !ó/o	
1308	Aguaruna	wahuk	wahuk	how	w a h ʊ k	910		w a h ʊ k	
1442	Arabela	j̃ijano	j̃ijano	how	!h̃/h i h a n o	911		!h̃/h i h a n o	
1566	Candoshi-Shapra	tamaapaɾi	tamaapaɾi	how	t a m aː p a ɾ i	913		t a m aː p a ɾ i	
1682	Chayahuita	onpoɾawatontaʔ	onpoɾawatontaʔ	how	o n p o ɾ a w a t o n t a ʔ	915		o n p o ɾ a w a t o n t a ʔ	
1807	Muniche	peɾna	peɾna	how	p e ɾ n a	917		p e ɾ n a	
1921	Taushiro	ɨntɨhan	ɨntɨhan	how	ɨ n t ɨ h a n	921		ɨ n t ɨ h a n	
2394	Proto-Bora-Muinane	mɨʔɨ	mɨʔɨ	how	m ɨ ʔ ɨ	912		m ɨ ʔ - ɨ	
2395	Bora	mɯʔtɯ	mɯʔtɯ	how	m ɯ ʔ t ɯ	912		m ɯ ʔ t ɯ	
2396	Muinane	mɨ́ʤɨ	mɨ́ʤɨ	how	m !ɨ́/ɨ dʒ ɨ	912		m !ɨ́/ɨ - dʒ ɨ	
2634	AchuarShiwiar	itúr	itúr	how	i t !ú/u r	909		i t - !ú/u r	Phonological alternation: itiúr
2824	Canichana	corissi	corissi	how	k o ɾ i s s i	914		k o ɾ i s s i	
3254	Shiwilu	ma’pu’su	ma’pu’su	how	m a ʔ p u ʔ s u	920		m a ʔ p u ʔ s u	
3435	Shuar	itiúr	itiúr	how	i t i !ú/u ɾ	909		i t i !ú/u ɾ	
3833	Urarina	dʒat̪uʷan̪ẽ́ẽ́ĩ	dʒat̪uʷan̪ẽ́ẽ́ĩ	how	dʒ a t !̪uʷ/u a n !̪ẽ́/e !ẽ́/e !ĩ/i	922		dʒ a t !̪uʷ/u a n !̪ẽ́/e !ẽ́/e !ĩ/i	
3901	Wampis	uruk	uruk	how	u r u k	910		- u r u k	
4472	Yanesha	eɻotʲenaˀt	eɻotʲenaˀt	how	e ɻ o tʲ e n a ʔ t	925		e ɻ o tʲ e n a ʔ t	
4529	Zaparo	tiya	tiya	how	t i j a	926		t i j a	
#
77	Iquito	níyaaka	níyaaka	husband	n !í/i j aː k a	933		n !í/i j aː k a	husband
216	Ocaina	õõna	õõna	husband	!õõ/oː n a	936		- !õõ/oː n a	
464	Resigaro	ʤíigí	ʤíigí	husband	dʒ !íi/iː g !í/i	939		dʒ !íi/iː g !í/i	
641	WitotoMinica	ɯìni	ɯìni	husband	ɯ !ì/i n i	936		ɯ !ì/i n i	
859	WitotoMurui	ɯni	ɯni	husband	ɯ n i	936		- ɯ n i	
1067	WitotoNipode	ɯìni	ɯìni	husband	ɯ !ì/i n i	936		ɯ !ì/i n i	
2138	Proto-Bora-Muinane	tahe	tahe	husband	t a h e	930		t a h e	
2139	Bora	tʰahɨ	tʰahɨ	husband	tʰ a h ɨ	930		tʰ a h ɨ	
2140	Muinane	táhe	táhe	husband	t !á/a h e	930		t !á/a h e	
2635	AchuarShiwiar	áishri	áishri	husband	!ái/ɨi ʃ r i	929		- !ái/ɨi ʃ r i	
2825	Canichana	eu-cohti	eu-cohti	husband	e u k o h t i	931		e u k o h t i	eu = 1SG . This form translates to ‘marido’ (which makes reference to the living together/apart distinction): eu-cihiti
2945	Juri	wesokoy	wesokoy	husband	w e s o k o j	934		w e s o k o j	Martius: maritus (conjux)
3009	Juri	tchoucú	tchoucú	husband	dʒ o u c !ú/u	945		dʒ o u c !ú/u	Martius: vir
3086	Coeruna	ûaimé	ûaimé	husband	!û/u a i m !é/e	932		!û/u a i m !é/e	Martius: vir
3119	Pebas	comoley	comoley	husband	k o m o l e j	938		k o m o l e j	Martius: vir
3183	MiranhaCarapana-Tapuya	thimae	thimae	husband	t i m a e	935		t i m a e	Martius: vir
3256	Shiwilu	suda	suda	husband	s u ð a	940		s u ð a	
3437	Shuar	áish	áish	husband	!ái/ei ʃ	941		!ái/ei ʃ	
3597	Omurano	njiwā́na	njiwā́na	husband	ɲ i w !ā́/a n a	937		ɲ i w !ā́/a n a	Tessmann: Ehemann
3670	Yameo	ilē̠yā́	ilē̠yā́	husband	i l !ē̠/e j !ā́/a	942		i l !ē̠/e j !ā́/a	Tessmann: Ehemann
3928	Wampis	aishri	aishri	husband	a i ʃ r i	929		a i ʃ r i	aishi + possession
4096	Yagua	sawanu	sawanu	husband	s a w a n u	937		s a w a n u	
4273	Yanesha	ɽoʎaɾet͡s	ɽoʎaɾet͡s	husband	ɽ o ʎ a ɾ e ts	943		ɽ o ʎ a ɾ e ts	
4530	Zaparo	iryanaw	iryanaw	husband	i rʲ a n au	944		i rʲ a n au	
#
575	Resigaro	hooníʔiʔβotʰoonú	hooníʔiʔβotʰoonú	ice	h oː n !í/i ʔ i ʔ β o tʰ oː n !ú/u	946		h oː n !í/i ʔ i ʔ β o tʰ oː n !ú/u	
1196	WitotoNipode	háɯnoihɯ	háɯnoihɯ	ice	h !á/a ɯ n o i h ɯ	947		h !á/a ɯ n o i h ɯ	
4136	Yagua	sudodi	sudodi	ice	s u d o d i	948		s u d o d i	
4337	Yanesha	unt / sose / et͡ʃaɽ	unt	ice	u n t	949		u n t	
4338	Yanesha	unt / sose / et͡ʃaɽ	sose	ice	s o s e	950		s o s e	
4339	Yanesha	unt / sose / et͡ʃaɽ	et͡ʃaɽ	ice	e tʃ a ɽ	951		e tʃ a ɽ	
#
574	Resigaro	tsíá	tsíá	if	td !í/i !á/a	956		td !í/i !á/a	
783	WitotoMinica	íadɯ	íadɯ	if	!í/i a d ɯ	958		- !í/i a d ɯ	
784	WitotoMinica	níadɯ	níadɯ	if	n !í/i a d ɯ	958		n !í/i a d ɯ	
991	WitotoMurui	dena	dena	if	d e n a	958		d e - n a	
992	WitotoMurui	na	na	if	n a	958		n a - - -	
1195	WitotoNipode	ia	ia	if	i a	958		- i - - a	
1310	Aguaruna	ɨʔɨ	ɨʔɨ	if	ɨ ʔ ɨ	953		ɨ ʔ ɨ	
1444	Arabela	maaɾaj̃a	maaɾaj̃a	if	m aː ɾ a !h̃/h a	954		m aː ɾ a !h̃/h a	
2436	Proto-Bora-Muinane	-ʔaʧʧiihɨ	-ʔaʧʧiihɨ	if	ʔ a tʃ tʃ i i h ɨ	955		ʔ a tʃ tʃ i i h ɨ	
2437	Bora	ʔahʧʰííhʲɯ	ʔahʧʰííhʲɯ	if	ʔ a h tʃʰ !í/i !í/i hʲ ɯ	955		ʔ a h tʃʰ !í/i !í/i hʲ ɯ	
2438	Muinane	aʧʧihɨ	aʧʧihɨ	if	a tʃ tʃ i h ɨ	955		- a tʃ tʃ - i h ɨ	
2637	AchuarShiwiar	-ka	-ka	if	k a	952		k a	Phonological alternation: -kia
3439	Shuar	-ka	-ka	if	k a	952		k a	
4081	Wampis	-sha	-sha	if	ʃ a	957		ʃ a	a subordinator -sha is used for conditional
4478	Yanesha	haː	haː	if	h aː	959		h aː	
#
79	Iquito	=jina	=jina	in	h i n a	964		h i n a	in
398	Ocaina	haa	haa	in	h aː	965		h aː - -	
399	Ocaina	hadʲa	hadʲa	in	h a dʲ a	965		h a dʲ a	
572	Resigaro	gikó	gikó	in	g i k !ó/o	966		g i k !ó/o	
779	WitotoMinica	mo	mo	in	m o	967		m o	
780	WitotoMinica	éro	éro	in	!é/e !r/ɾ o	970		!é/e !r/ɾ o	
781	WitotoMinica	hóɸo	hóɸo	in	h !ó/o ɸ o	973		h !ó/o ɸ o	
987	WitotoMurui	mo	mo	in	m o	967		m o	
988	WitotoMurui	ero	ero	in	e r o	970		e r o	
989	WitotoMurui	hoɸo	hoɸo	in	h o ɸ o	973		h o ɸ o	
1191	WitotoNipode	mo	mo	in	m o	967		m o	
1192	WitotoNipode	éro	éro	in	!é/e !r/ɾ o	970		!é/e !r/ɾ o	
1193	WitotoNipode	hópo	hópo	in	h !ó/o p o	973		h !ó/o p o	
1311	Aguaruna	initak	initak	in	i n i t a k	961		i n i t a k	
1445	Arabela	ko	ko	in	k o	962		k o	
2430	Proto-Bora-Muinane	paino	paino	in	p a i n o	963		p a i n o	
2431	Bora	pʰaɲe	pʰaɲe	in	pʰ a ɲ e	963		pʰ a - ɲ e	
2432	Muinane	ɸaɲo	ɸaɲo	in	ɸ a ɲ o	963		ɸ a - ɲ o	
2638	AchuarShiwiar	-num	-num	in	n u m	960		n u m	Phonological alternation: -nam
3259	Shiwilu	=k	=k	in	k	962		k -	
3440	Shuar	-nam	-nam	in	n a m	960		n a m	With consonant-ending nouns
3441	Shuar	-num	-num	in	n u m	960		n u m	With vowel-ending nouns
3848	Urarina	kɨ́	kɨ́	in	k !ɨ́/i	962		k !ɨ́/i	
4076	Wampis	-num / nam / -i	-num	in	n u m	960		n u m	locative postposition -num / nam /- i
4077	Wampis	-num / nam / -i	nam	in	n a m	960		n a m	locative postposition -num / nam /- i
4078	Wampis	-num / nam / -i	-i	in	i	972		i	locative postposition -num / nam /- i
4256	Yagua	mu	mu	in	m u	968		m u	
4260	Yagua	te	te	in	t e	971		t e	
4473	Yanesha	-o	-o	in	o	969		o	
4532	Zaparo	=hinya	=hinya	in	h i ɲ a	964		h i ɲ a	
#
82	Iquito	iniyáani	iniyáani	lake	i n i j !áa/aː n i	976		i n i j !áa/aː n i	such as a river or lake
224	Ocaina	hõʔã́ã́hĩ	hõʔã́ã́hĩ	lake	h !õ/o ʔ !ã́ã́/aː h !ĩ/i	977		h !õ/o ʔ !ã́ã́/aː h !ĩ/i	
471	Resigaro	húneú	húneú	lake	h !ú/u n e !ú/u	979		h !ú/u n e !ú/u	
651	WitotoMinica	hórai	hórai	lake	h !ó/o !r/ɾ a i	983		h !ó/o !r/ɾ a i	
868	WitotoMurui	horai	horai	lake	h o r ai	983		h o r ai -	
1074	WitotoNipode	hórai	hórai	lake	h !ó/o !r/ɾ a i	983		h !ó/o !r/ɾ a i	
2641	AchuarShiwiar	mamús	mamús	lake	m a m !ú/u s	974		m a m !ú/u s	
2828	Canichana	ni-hsiph	ni-hsiph	lake	n i h s i p h	975		n i h s i p h	ni = ABS
3105	Pebas	mettao	mettao	lake	m e t t a o	978		m e t t a o	Martius: lacus
3262	Shiwilu	senna	senna	lake	s ə n n a	980		s ə n n a	
3842	Urarina	n̪ẽmɨ̃d̺í	n̪ẽmɨ̃d̺í	lake	n !̪ẽ/e m !ɨ̃/ɨ d !̺í/i	981		n !̪ẽ/e m !ɨ̃/ɨ d !̺í/i	
4029	Wampis	kucha	kucha	lake	k u tʃ a	982		k u tʃ a	
4134	Yagua	ja̠	ja̠	lake	h !a̠/a	984		h !a̠/a	
4334	Yanesha	sapset͡s	sapset͡s	lake	s a p s e ts	985		s a p s e ts	
4535	Zaparo	nakɨtɨrɨka	nakɨtɨrɨka	lake	n a k ɨ t ɨ r ɨ k a	986		n a k ɨ t ɨ r ɨ k a	
#
84	Iquito	íimɨ	íimɨ	leaf	!íi/iː m ɨ	988		- !íi/iː - m ɨ	leaf
85	Iquito	naamɨ	naamɨ	leaf	n aː m ɨ	988		n aː - m ɨ	leaf
262	Ocaina	opaaβi	opaaβi	leaf	o p aː β i	997		- o p aː β i	
492	Resigaro	apánáʔaamí	apánáʔaamí	leaf	a p !á/a n !á/a ʔ aː m !í/i	999		a p !á/a n !á/a ʔ aː m !í/i	
673	WitotoMinica	íibe	íibe	leaf	!íi/iː b e	997		- !íi/iː b - - e	
891	WitotoMurui	ibe	ibe	leaf	i b e	997		- i b - - e	
1098	WitotoNipode	rábe	rábe	leaf	!r/ɾ !á/a b e	997		!r/ɾ !á/a b - - e	
1314	Aguaruna	duka	duka	leaf	d ʊ k a	987		d ʊ k a	
1448	Arabela	j̃aamasu	j̃aamasu	leaf	!h̃/h aː m a s u	989		!h̃/h aː m a s u	
1570	Candoshi-Shapra	waaɾo	waaɾo	leaf	w aː ɾ o	991		w aː ɾ o -	
1686	Chayahuita	wɨɾon	wɨɾon	leaf	w ɨ ɾ o n	991		w ɨ ɾ o n	
1811	Muniche	tʃatui	tʃatui	leaf	tʃ a t u i	996		tʃ a t u i	
1923	Taushiro	awaʔja	awaʔja	leaf	a w a ʔ j a	1001		a w a ʔ j a	
2028	Waorani	õjabo	õjabo	leaf	!õ/o j a b o	1003		!õ/o j a b o	
2206	Proto-Bora-Muinane	aame	aame	leaf	a a m e	990		- - - - a a m - e	
2207	Bora	ʔáámɨɨ́	ʔáámɨɨ́	leaf	ʔ !á/a !á/a m ɨ !ɨ́/ɨ	990		- - - ʔ !á/a !á/a m ɨ !ɨ́/ɨ	
2208	Muinane	áame	áame	leaf	!á/a a m e	990		- - - - !á/a a m - e	
2209	Proto-Bora-Muinane	-ʔaame	-ʔaame	leaf	ʔ a a m e	990		- - - ʔ a a m - e	
2210	Bora	ɨ́naʔáámɨ	ɨ́naʔáámɨ	leaf	!ɨ́/ɨ n a ʔ !á/a !á/a m ɨ	990		!ɨ́/ɨ n a ʔ !á/a !á/a m - ɨ	
2211	Muinane	áame	áame	leaf	!á/a a m e	990		- - - - !á/a a m - e	
2643	AchuarShiwiar	núka	núka	leaf	n !ú/u k a	987		n !ú/u k a	
2771	Andoa	naamé	naamé	leaf	n aː m !é/e	988		n aː - m !é/e	
2830	Canichana	em-tixle	em-tixle	leaf	e m t i h l e	992		e m t i h l e	
2926	Juri	nointjú	nointjú	leaf	n o i n t h !ú/u	994		n o i n t h !ú/u	Martius: folium
2927	Juri	noiyóu	noiyóu	leaf	n o i j !ó/o u	1007		n o i j !ó/o u	Martius: folium
3052	Coeruna	nĕhōphthó	nĕhōphthó	leaf	n !ĕ/e ʔ !ō/o p t !ó/o	993		n !ĕ/e ʔ !ō/o p t !ó/o	Martius: folium
3101	Pebas	semay-nemey	semay-nemey	leaf	s e m a j n e m e j	998		s e m a j n e m e j	Martius: folia
3148	MiranhaCarapana-Tapuya	nahiihi	nahiihi	leaf	n a ʔ iː ʔ i	995		n a ʔ iː ʔ i	Martius: folium
3264	Shiwilu	lalumek	lalumek	leaf	l a l u m ə ˀk	1000		l a l u m ə ˀk	
3444	Shuar	nuka	nuka	leaf	n u k a	987		n u k a	
3608	Omurano	ápai	ápai	leaf	!á/a p a i	997		- !á/a p a - i	Tessmann: Blatt
3684	Yameo	nin̊ɣū́n̊	nin̊ɣū́n̊	leaf	n i !n̊/n ɣ !ū́/u !n̊/n	1005		n i !n̊/n ɣ !ū́/u !n̊/n	Tessmann: Blatt
3721	Urarina	ahen̪ã́	ahen̪ã́	leaf	a h e n !̪ã́/a	1002		a h e n !̪ã́/a	
3942	Wampis	nupa	nupa	leaf	n u p a	987		n u p a	
4126	Yagua	nawi̠	nawi̠	leaf	n a w !i̠/i	1004		n a w !i̠/i	
4318	Yanesha	aspán	aspán	leaf	a s p !á/a n	1006		a s p !á/a n	
4537	Zaparo	uɨmɨ	uɨmɨ	leaf	u ɨ m ɨ	988		- u ɨ m ɨ	
#
86	Iquito	jaámɨɨkiji	jaámɨɨkiji	left (hand)	h !aá/aː m ɨː k i h i	1013		h !aá/aː m ɨː k i h i	left side
417	Ocaina	ɯrooʔɸatí	ɯrooʔɸatí	left (hand)	ɯ r oː ʔ ɸ a t !í/i	1014		ɯ r oː ʔ ɸ a t !í/i	
594	Resigaro	apáʔmíʔosí	apáʔmíʔosí	left (hand)	a p !á/a ʔ m !í/i ʔ o s !í/i	1015		a p !á/a ʔ m !í/i ʔ o s !í/i	
807	WitotoMinica	harɯ́ɸene	harɯ́ɸene	left (hand)	h a !r/ɾ !ɯ́/ɯ ɸ e n e	1019		h a !r/ɾ !ɯ́/ɯ ɸ - - e n e	
1014	WitotoMurui	harɯɸebehɯ	harɯɸebehɯ	left (hand)	h a r ɯ ɸ e b e h ɯ	1019		h a r ɯ ɸ e b e h ɯ	
1220	WitotoNipode	harɯ́pene	harɯ́pene	left (hand)	h a !r/ɾ !ɯ́/ɯ p e n e	1019		h a !r/ɾ !ɯ́/ɯ - - p e n e	
1315	Aguaruna	mɨna	mɨna	left (hand)	m ɨ n a	1008		m ɨ n a	
1449	Arabela	muenekaɾa	muenekaɾa	left (hand)	m u e n e k a ɾ a	1009		m u e n e k a ɾ a	
1571	Candoshi-Shapra	mpaʂinoŋktʃi	mpaʂinoŋktʃi	left (hand)	m p a ʂ i n o ŋ k tʃ i	1011		m p a ʂ i n o ŋ k tʃ i	
1687	Chayahuita	awɨnɨn	awɨnɨn	left (hand)	a w ɨ n ɨ n	1012		a w ɨ n ɨ n	
2029	Waorani	dipæ̃bæ̃ĩdõ	dipæ̃bæ̃ĩdõ	left (hand)	d i p !æ̃/æ b !æ̃/æ !ĩ/i d !õ/o	1018		d i p !æ̃/æ b !æ̃/æ !ĩ/i d !õ/o	
2483	Proto-Bora-Muinane	nani-	nani-	left (hand)	n a n i	1010		n a n - - - - - - i	
2484	Bora	náni-ɲéhkʰɯ	náni-ɲéhkʰɯ	left (hand)	n !á/a n i ɲ !é/e h kʰ ɯ	1010		n !á/a n i ɲ !é/e h - kʰ ɯ	
2485	Muinane	nániʔɨgo	nániʔɨgo	left (hand)	n !á/a n i ʔ ɨ g o	1010		n !á/a n i - - ʔ ɨ g o	
2644	AchuarShiwiar	ména	ména	left (hand)	m !é/ɨ n a	1008		m !é/ɨ n a	
3265	Shiwilu	amennan	amennan	left (hand)	a m ə n n a n	1016		a m ə n n a n	
3445	Shuar	mena	mena	left (hand)	m ɨ n a	1008		m ɨ n a	
3697	Yameo	moná̠jŭ	moná̠jŭ	left (hand)	m o n !á̠/a !j/j !ŭ/u	1021		m o n !á̠/a !j/j !ŭ/u	Tessmann: links
3791	Urarina	n̪ãhaabihí	n̪ãhaabihí	left (hand)	n !̪ã/a h a a b i h !í/i	1017		n !̪ã/a h a a b i h !í/i	
4072	Wampis	mena	mena	left (hand)	m e n a	1008		m e n a	
4237	Yagua	mïnaniju̠	mïnaniju̠	left (hand)	m !ï/i n a n i h !u̠/u	1020		m !ï/i n a n i h !u̠/u	
4452	Yanesha	etʃkotʲ	etʃkotʲ	left (hand)	e t ʃ k o tʲ	1022		e t ʃ k o tʲ	
#
87	Iquito	áaja	áaja	leg	!áa/aː h a	1027		!áa/aː h a	leg
208	Ocaina	odzákona	odzákona	leg	o dz !á/a k o n a	1030		o dz !á/a k o n a	
209	Ocaina	odzááβɯna	odzááβɯna	leg	o dz !áá/aː β ɯ n a	1030		o dz !áá/aː β ɯ n a	
458	Resigaro	ípʰíkuba	ípʰíkuba	leg	!í/i pʰ !í/i k u b a	1031		!í/i pʰ !í/i k u b a	
635	WitotoMinica	ɯdá kairo	ɯdá kairo	leg	ɯ d !á/a k a i !r/ɾ o	1034		ɯ d !á/a k a i !r/ɾ o	
852	WitotoMurui	ɯda kairo	ɯda kairo	leg	ɯ d a k ai r o	1034		ɯ d a k ai - r o	
1061	WitotoNipode	ɯdá kairo	ɯdá kairo	leg	ɯ d !á/a k a i !r/ɾ o	1034		ɯ d !á/a k a i !r/ɾ o	
2645	AchuarShiwiar	máku	máku	leg	m !á/a k u	1023		m !á/a k u	
2772	Andoa	inyawaká	inyawaká	leg	i ɲ a w a k !á/a	1024		i ɲ a w a k !á/a	
2831	Canichana	eu-chota	eu-chota	leg	e u tʃ o t a	1025		e u tʃ o t a	eu = 1SG
2911	Juri	tschu-inóo	tschu-inóo	leg	dʒ u i n !ó/o o	1028		dʒ u i n !ó/o o	Martius: crus
3042	Coeruna	oemoná	oemoná	leg	o e m o n !á/a	1026		o e m o n !á/a	Martius: crus
3139	MiranhaCarapana-Tapuya	cotzátzo	cotzátzo	leg	k o dz !á/a dz o	1029		k o dz !á/a dz o	Martius: crus
3266	Shiwilu	kutu’	kutu’	leg	k u t u ʔ	1032		k u t u ʔ	This is the form for the lower part of the leg. The term for the upper parte is: tula
3446	Shuar	maku	maku	leg	m a k u	1023		m a k u	
3666	Yameo	ilī́	ilī́	leg	i l !ī́/i	1036		i l !ī́/i	Tessmann: Bein
3742	Urarina	an̪ããẽ́	an̪ããẽ́	leg	a n !̪ã/a !ã/a !ẽ́/e	1033		a n !̪ã/a !ã/a !ẽ́/e	
3965	Wampis	maku	maku	leg	m a k u	1023		m a k u	
4110	Yagua	samuda	samuda	leg	s a m u d a	1035		s a m u d a	
4295	Yanesha	tʲapats	tʲapats	leg	tʲ a p a ts	1037		tʲ a p a ts	
4538	Zaparo	numaha	numaha	leg	n u m a h a	1038		n u m a h a	
#
89	Iquito	kúwaaja	kúwaaja	liver	k !ú/u w aː h a	1040		k !ú/u w aː h a	liver
334	Ocaina	ɸaʔɯ̃́ɯ̃́xo	ɸaʔɯ̃́ɯ̃́xo	liver	ɸ a ʔ !ɯ̃́/ɯ !ɯ̃́/ɯ x o	1045		ɸ a ʔ !ɯ̃́/ɯ !ɯ̃́/ɯ x o	
535	Resigaro	opáanú	opáanú	liver	o p !áa/aː n !ú/u	1046		o p !áa/aː n !ú/u	
726	WitotoMinica	bánoi	bánoi	liver	b !á/a n o i	1050		b !á/a n o - i	
941	WitotoMurui	banoi	banoi	liver	b a n o i	1050		b a n o - i	
1146	WitotoNipode	banóhɯ	banóhɯ	liver	b a n !ó/o h ɯ	1050		b a n !ó/o h ɯ	
1317	Aguaruna	akap	akap	liver	a k a p	1039		a k a p -	
1451	Arabela	kowaj̃a	kowaj̃a	liver	k o w a !h̃/h a	1040		k o w a !h̃/h a	
1573	Candoshi-Shapra	ʃipitʃ	ʃipitʃ	liver	ʃ i p i tʃ	1042		ʃ i p i tʃ	
1689	Chayahuita	kankanɨn	kankanɨn	liver	k a n k a n ɨ n	1043		k a n k a n ɨ n	
1813	Muniche	tʃameɾa	tʃameɾa	liver	tʃ a m e ɾ a	1044		tʃ a m e ɾ a	
1925	Taushiro	aʔxu	aʔxu	liver	a ʔ x u	1047		a ʔ x u	
2031	Waorani	batæ̃	batæ̃	liver	b a t !æ̃/æ	1049		b a t !æ̃/æ	
2322	Proto-Bora-Muinane	iʔganoo	iʔganoo	liver	i ʔ g a n o o	1041		i ʔ g a n o o	
2323	Bora	íʔkʷáneé	íʔkʷáneé	liver	!í/i ʔ kʷ !á/a n e !é/e	1041		!í/i ʔ kʷ !á/a n e !é/e	
2324	Muinane	ígano	ígano	liver	!í/i g a n o	1041		!í/i - g a n - o	
2648	AchuarShiwiar	akáp	akáp	liver	a k !á/a p	1039		a k !á/a p -	
3268	Shiwilu	kankan	kankan	liver	k a n g a n	1043		k a n g a - - n	
3449	Shuar	akape	akape	liver	a k a p ɨ	1039		a k a p ɨ	
3758	Urarina	l̪ahá	l̪ahá	liver	l a h !á/a	1048		l a h !á/a	
3973	Wampis	akap	akap	liver	a k a p	1039		a k a p -	
4116	Yagua	suwa̠tu	suwa̠tu	liver	s u w !a̠/a t u	1051		s u w !a̠/a t u	
4305	Yanesha	popan	popan	liver	p o p a n	1052		p o p a n	
4540	Zaparo	kawaha	kawaha	liver	k a w a h a	1040		k a w a h a	
#
90	Iquito	saana	saana	long	s aː n a	1060		s aː n a	long
327	Ocaina	ááɲi	ááɲi	long	!áá/aː ɲ i	1064		!áá/aː ɲ i	
530	Resigaro	tseinóʔ	tseinóʔ	long	td e i n !ó/o ʔ	1066		td e i n !ó/o ʔ	
719	WitotoMinica	áre	áre	long	!á/a !r/ɾ e	1071		!á/a !r/ɾ e	
934	WitotoMurui	are	are	long	a r e	1071		a r e	
1140	WitotoNipode	áre	áre	long	!á/a !r/ɾ e	1071		!á/a !r/ɾ e	
1318	Aguaruna	ɨsaham	ɨsaham	long	ɨ s a h a m	1053		ɨ s a h a m	
1452	Arabela	tukwasu	tukwasu	long	t u k ua s u	1054		t u k ua s u	
1574	Candoshi-Shapra	waʂoɾaani	waʂoɾaani	long	w a ʂ o ɾ aː n i	1056		w a ʂ o ɾ aː n i	
1690	Chayahuita	napoɾopi	napoɾopi	long	n a p o ɾ o p i	1058		n a p o ɾ o p i	
1814	Muniche	mɨwɨʔʂu	mɨwɨʔʂu	long	m ɨ w ɨ ʔ ʂ u	1063		m ɨ w ɨ ʔ ʂ u	
