ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	FAMILY	COGID	COGIDS	MORPHEMES	BORROWING
1559	Candoshi-Shapra	hair	motʃooʂi	motʃooʂi	m o tʃ oː ʂ i		Candoshi-Shapra	0			
1674	Chayahuita	hair	ain	ain	a i n		Cahuapanan	0			
1799	Muniche	hair	tʃaçpɨɾa	tʃaçpɨɾa	tʃ a ç p ɨ ɾ a		Muniche	0			
1914	Taushiro	hair	aʔtʃiʔtʃiʔha	aʔtʃiʔtʃiʔha	a ʔ tʃ i ʔ tʃ i ʔ h a		Taushiro	0			
2021	Waorani	hair	okagĩ	okagĩ	o k a g !ĩ/i		Waorani	0			
2114	Proto-Bora-Muinane	hair	-hee-	-hee-	h e e			0			
2115	Bora	hair	ɨʔ-hɨne	ɨʔ-hɨne	ɨ ʔ + h ɨ n e		Boran	0			
2116	Muinane	hair	nígaɨ-hee-ne	nígaɨ-hee-ne	n !í/i g a ɨ + h e e + n e		Boran	0			
2623	AchuarShiwiar	hair	intásh	intásh	i n t !á/a ʃ		Chicham	0			
2898	Juri	hair	tschu-gerüönicó	tschu-gerüönicó	dʒ u + g e ɾ ɨ !ö/o n i c !ó/o	Martius: capillus	Ticuna-Yuri	0			
2899	Juri	hair	sukiriuii	sukiriuii	s u k i ɾ i u i i	Martius: capillus	Ticuna-Yuri	0			
2900	Juri	hair	tikiriú	tikiriú	t i k i ɾ i !ú/u	Martius: capillus	Ticuna-Yuri	0			
3038	Coeruna	hair	covaungeté	covaungeté	k o v a u n g e t !é/e	Martius: capillus	Huitotoan	0			
3093	Pebas	hair	raino-say	raino-say	ɾ ai n o + s a j	Martius: capilli	Peba-Yagua	0			
3135	MiranhaCarapana-Tapuya	hair	göhossöhú	göhossöhú	g !ö/o ʔ o s s !ö/o ʔ !ú/u	Martius: capillus	Huitotoan	0			
3246	Shiwilu	hair	enchek	enchek	ə n dʒ ə ˀk		Cahuapanan	0			
3426	Shuar	hair	intiash’	intiash’	i n t i a ʃ i		Chicham	0			
3588	Omurano	hair	anána	anána	a n !á/a n a	Tessmann: Haar	Omurano	0			
3660	Yameo	hair	yana'an̊se	yana'an̊se	j a n a a !n̊/n s e	Tessmann: Haar	Peba-Yagua	0			
3747	Urarina	hair	kuɨʰt̪ɨd̺uhí	kuɨʰt̪ɨd̺uhí	k u !ɨʰ/ɨ̤ t ɨ d u h !í/i		Urarina	0			
3956	Wampis	hair	intash	intash	i n t a ʃ		Chicham	0			
4121	Yagua	hair	nojasi	nojasi	n o h a s i		Peba-Yagua	0			
4310	Yanesha	hair	et͡ʃet͡s / poet͡ʃ	et͡ʃet͡s	e tʃ e ts		Arawakan	0			
4311	Yanesha	hair	et͡ʃet͡s / poet͡ʃ	poet͡ʃ	p o e tʃ		Arawakan	0			
4520	Zaparo	hair	anakɨsu	anakɨsu	a n a k ɨ s u		Zaparoan	0			
66	Iquito	hand	kurika	kurika	k u r i k a	hand	Zaparoan	0			
206	Ocaina	hand	on̥õõ	on̥õõ	o n̥ !õõ/oː		Huitotoan	0			
207	Ocaina	hand	on̥õõpo	on̥õõpo	o n̥ !õõ/oː p o		Huitotoan	0			
457	Resigaro	hand	ké	ké	k !é/e		Arawakan	0			
634	WitotoMinica	hand	ónoɯ	ónoɯ	!ó/o n o ɯ		Huitotoan	0			
850	WitotoMurui	hand	onoʤɯ	onoʤɯ	o n o dʒ ɯ		Huitotoan	0			
851	WitotoMurui	hand	onoɯ	onoɯ	o n oɯ		Huitotoan	0			
1060	WitotoNipode	hand	ónoɯ	ónoɯ	!ó/o n o ɯ		Huitotoan	0			
1301	Aguaruna	hand	uwɨh	uwɨh	ʊ w ɨ h		Chicham	0			
1435	Arabela	hand	j̃uaaʃikwia	j̃uaaʃikwia	!h̃/h u aː ʃ i k i a		Zaparoan	0			
1560	Candoshi-Shapra	hand	kowitʃ	kowitʃ	k o w i tʃ		Candoshi-Shapra	0			
1675	Chayahuita	hand	imiɾa	imiɾa	i m i ɾ a		Cahuapanan	0			
1800	Muniche	hand	htaʔsɨɾa	htaʔsɨɾa	h t a ʔ s ɨ ɾ a		Muniche	0			
1915	Taushiro	hand	jawa	jawa	j a w a		Taushiro	0			
2022	Waorani	hand	õdõpo	õdõpo	!õ/o d !õ/o p o		Waorani	0			
2120	Proto-Bora-Muinane	hand	ʔutʦe	ʔutʦe	ʔ u t ts e			0			
2121	Bora	hand	ʔóhʦʰɨɨ́	ʔóhʦʰɨɨ́	ʔ !ó/o h tsʰ ɨ !ɨ́/ɨ		Boran	0			
2122	Muinane	hand	úse	úse	!ú/u s e		Boran	0			
2624	AchuarShiwiar	hand	ũwé̃j	ũwé̃j	!ũ/u w !é̃/ɨ h		Chicham	0			
2768	Andoa	hand	awashí	awashí	a w a ʃ !í/i		Zaparoan	0			
2941	Juri	hand	tschu-enóo	tschu-enóo	dʒ u + e n !ó/o o	Martius: manus	Ticuna-Yuri	0			
2942	Juri	hand	su-unóo	su-unóo	s u + u n !ó/o o	Martius: manus	Ticuna-Yuri	0			
2943	Juri	hand	(tcho) upumáu	upumáu	u p u m !á/a u	Martius: manus	Ticuna-Yuri	0			
3056	Coeruna	hand	cunia	cunia	k u n i a	Martius: manus	Huitotoan	0			
3106	Pebas	hand	vinitaily	vinitaily	v i n i t ai l j	Martius: manus	Peba-Yagua	0			
3152	MiranhaCarapana-Tapuya	hand	ganoagá	ganoagá	g a n o a g !á/a	Martius: manus	Huitotoan	0			
3247	Shiwilu	hand	itekla	itekla	i tˀ ə k l a		Cahuapanan	0			
3427	Shuar	hand	eweje	eweje	ɨ w ɨ h ɨ		Chicham	0			
3554	Chibito	hand	nūl	nūl	n !ū/u l	Tessmann: Hand	Hibito-Cholon	0			
3574	Omurano	hand	(a)na̯óra	na̯óra	n !a̯/a !ó/o r a	Tessmann: Hand	Omurano	0			
3634	Tequiraca	hand	akokī́wǎ	akokī́wǎ	a k o k !ī́/i w !ǎ/a	Tessmann: Hand	Aewa	0			
3740	Urarina	hand	bihí	bihí	b i h !í/i		Urarina	0			
3966	Wampis	hand	ewej	ewej	e w e h		Chicham	0			
4113	Yagua	hand	jomutu	jomutu	h o m u t u		Peba-Yagua	0			
4298	Yanesha	hand	otats / ʎot / not / pʲot / sot	otats	o t a ts		Arawakan	0			
4299	Yanesha	hand	otats / ʎot / not / pʲot / sot	ʎot	ʎ o t		Arawakan	0			
4300	Yanesha	hand	otats / ʎot / not / pʲot / sot	not	n o t		Arawakan	0			
4301	Yanesha	hand	otats / ʎot / not / pʲot / sot	pʲot	pʲ o t		Arawakan	0			
4302	Yanesha	hand	otats / ʎot / not / pʲot / sot	sot	s o t		Arawakan	0			
4521	Zaparo	hand	kuruha	kuruha	k u r u h a		Zaparoan	0			
67	Iquito	he	nu=	nu=	n u	he	Zaparoan	0			
288	Ocaina	he	aʔiim̥a	aʔiim̥a	a ʔ iː m̥ a		Huitotoan	0			
289	Ocaina	he	ɯɯm̥a	ɯɯm̥a	ɯː m̥ a		Huitotoan	0			
290	Ocaina	he	ĩĩbã	ĩĩbã	!ĩ/i !ĩ/i b !ã/a		Huitotoan	0			
291	Ocaina	he	ha	ha	h a		Huitotoan	0			
509	Resigaro	he	tsú	tsú	td !ú/u		Arawakan	0			
693	WitotoMinica	he	aɸémɯe	aɸémɯe	a ɸ !é/e m ɯ e		Huitotoan	0			
910	WitotoMurui	he	imɯe	imɯe	i m ɯ e		Huitotoan	0			
1116	WitotoNipode	he	apéma	apéma	a p !é/e m a		Huitotoan	0			
1117	WitotoNipode	he	da	da	d a		Huitotoan	0			
2242	Proto-Bora-Muinane	he	aa-nɨɨ	aa-nɨɨ	a a + n ɨ ɨ			0			
2243	Proto-Bora-Muinane	he	dii-bo	dii-bo	d i i + b o			0			
2244	Bora	he	áánɯɯ́	áánɯɯ́	!á/a !á/a n ɯ !ɯ́/ɯ		Boran	0			
2245	Bora	he	tií-pʲe	tií-pʲe	t i !í/i + pʲ e		Boran	0			
2246	Muinane	he	áháanɨ	áháanɨ	!á/a h !á/a a n ɨ		Boran	0			
2247	Muinane	he	díi-bo	díi-bo	d !í/i i + b o		Boran	0			
2625	AchuarShiwiar	he	ni,áu	ni	n i		Chicham	0			
2626	AchuarShiwiar	he	ni,áu	áu	!áu/au		Chicham	0			
2820	Canichana	he	enxale	enxale	e n h a l e		Canichana	0			
2934	Juri	he	niy	niy	n i j	Martius: ille	Ticuna-Yuri	0			
3428	Shuar	he	au	au	au	masculine, the feminine form is: nii	Chicham	0			
3889	Wampis	he	ni	ni	n i		Chicham	0			
4159	Yagua	he	ni	ni	n i		Peba-Yagua	0			
4362	Yanesha	he	ɲa	ɲa	ɲ a		Arawakan	0			
4522	Zaparo	he	naw	naw	n au		Zaparoan	0			
68	Iquito	head	ánaka	ánaka	!á/a n a k a	head	Zaparoan	0			
201	Ocaina	head	ooʔɸo	ooʔɸo	oː ʔ ɸ o		Huitotoan	0			
453	Resigaro	head	híβeú	híβeú	h !í/i β e !ú/u		Arawakan	0			
623	WitotoMinica	head	ɯɸókɯ	ɯɸókɯ	ɯ ɸ !ó/o k ɯ		Huitotoan	0			
845	WitotoMurui	head	ɯɸogɯ	ɯɸogɯ	ɯ ɸ o g ɯ		Huitotoan	0			
1055	WitotoNipode	head	ɯ́po	ɯ́po	!ɯ́/ɯ p o		Huitotoan	0			
1302	Aguaruna	head	buuk	buuk	b ʊː k		Chicham	0			
1436	Arabela	head	naka	naka	n a k a		Zaparoan	0			
1561	Candoshi-Shapra	head	mootʃo	mootʃo	m oː tʃ o		Candoshi-Shapra	0			
1676	Chayahuita	head	motoʔ	motoʔ	m o t o ʔ		Cahuapanan	0			
1801	Muniche	head	ukɨɾa	ukɨɾa	u k ɨ ɾ a		Muniche	0			
1916	Taushiro	head	nuʔ	nuʔ	n u ʔ		Taushiro	0			
2023	Waorani	head	okabo	okabo	o k a b o		Waorani	0			
2111	Proto-Bora-Muinane	head	niga-ɨ	niga-ɨ	n i g a + ɨ			0			
2112	Bora	head	nííkʷa-ɯ	nííkʷa-ɯ	n !í/i !í/i kʷ a + ɯ		Boran	0			
2113	Muinane	head	níga-ɨ	níga-ɨ	n !í/i g a + ɨ		Boran	0			
2627	AchuarShiwiar	head	múuk	múuk	m !úu/uː k		Chicham	0			
2769	Andoa	head	anaká	anaká	a n a k !á/a		Zaparoan	0			
2821	Canichana	head	eu-cucu	eu-cucu	e u + k u k u	eu = 1SG	Canichana	0			
2901	Juri	head	tschu-gerühó	tschu-gerühó	dʒ u + g e ɾ ɨ ʔ !ó/o	Martius: caput	Ticuna-Yuri	0			
2902	Juri	head	su-kiriu	su-kiriu	s u + k i ɾ i u	Martius: caput	Ticuna-Yuri	0			
2903	Juri	head	(tcho) kireú	kireú	k i ɾ e !ú/u	Martius: caput	Ticuna-Yuri	0			
3039	Coeruna	head	copia	copia	k o p i a	Martius: caput	Huitotoan	0			
3094	Pebas	head	raino	raino	ɾ ai n o	Martius: caput	Peba-Yagua	0			
3136	MiranhaCarapana-Tapuya	head	göhóckö	göhóckö	g !ö/o ʔ !ó/o k !ö/o	Martius: caput	Huitotoan	0			
3248	Shiwilu	head	mutu’	mutu’	m u t u ʔ		Cahuapanan	0			
3429	Shuar	head	múuka	múuka	m !úu/uː k a		Chicham	0			
3553	Chibito	head	sótša	sótša	s !ó/o tʃ a	Tessmann: Kopf	Hibito-Cholon	0			
3573	Omurano	head	naneyalok	naneyalok	n a n e j a l o k	Tessmann: Kopf	Omurano	0			
3633	Tequiraca	head	awarēkě	awarēkě	a w a r !ē/e k !ě/e	Tessmann: Kopf	Aewa	0			
3708	Urarina	head	kuɨʰtɨɾ̺í	kuɨʰtɨɾ̺í	k u !ɨʰ/ɨ̤ t ɨ ɾ !̺í/i		Urarina	0			
3957	Wampis	head	muuke	muuke	m u u k e	muuke	Chicham	0			
4101	Yagua	head	no	no	n o		Peba-Yagua	0			
4281	Yanesha	head	poɲ	poɲ	p o ɲ		Arawakan	0			
4523	Zaparo	head	anaka	anaka	a n a k a		Zaparoan	0			
70	Iquito	heart	akánataaja	akánataaja	a k !á/a n a t aː h a	heart	Zaparoan	0			
214	Ocaina	heart	xomɯ́ɯ́m̥õti	xomɯ́ɯ́m̥õti	x o m !ɯ́ɯ́/ɯː m̥ !õ/o t i		Huitotoan	0			
462	Resigaro	heart	βáɸoú	βáɸoú	β !á/a ɸ o !ú/u		Arawakan	0			
639	WitotoMinica	heart	komékɯ	komékɯ	k o m !é/e k ɯ		Huitotoan	0			
857	WitotoMurui	heart	komekɯ	komekɯ	k o m e k ɯ		Huitotoan	0			
1065	WitotoNipode	heart	komékɯ	komékɯ	k o m !é/e k ɯ		Huitotoan	0			
1304	Aguaruna	heart	anɨntai	anɨntai	a n ɨ n t ɛi		Chicham	0			
1438	Arabela	heart	j̃iuuj̃iatenu	j̃iuuj̃iatenu	!h̃/h i uː !h̃/h i a t e n u		Zaparoan	0			
1563	Candoshi-Shapra	heart	maŋko	maŋko	m a ŋ k o		Candoshi-Shapra	0			
1678	Chayahuita	heart	ninopi	ninopi	n i n o p i		Cahuapanan	0			
1803	Muniche	heart	dɨseɾa	dɨseɾa	d ɨ s e ɾ a		Muniche	0			
1918	Taushiro	heart	aʔtantu	aʔtantu	a ʔ t a n t u		Taushiro	0			
2025	Waorani	heart	bĩbõ	bĩbõ	b !ĩ/i b !õ/o		Waorani	0			
2132	Proto-Bora-Muinane	heart	heebɨ-ɨ	heebɨ-ɨ	h e e b ɨ + ɨ			0			
2133	Bora	heart	ɨ́ɨ́pɯ-ɯ	ɨ́ɨ́pɯ-ɯ	!ɨ́/ɨ !ɨ́/ɨ p ɯ + ɯ		Boran	0			
2134	Muinane	heart	héebɨ-ɨ	héebɨ-ɨ	h !é/e e b ɨ + ɨ		Boran	0			
2629	AchuarShiwiar	heart	nintí	nintí	n i n t !í/i	Phonological alternation: inintí	Chicham	0			
2822	Canichana	heart	eu-nimara	eu-nimara	e u + n i m a ɾ a	eu = 1SG	Canichana	0			
2909	Juri	heart	su-mêniko	su-mêniko	s u + m !ê/e n i k o	Martius: cor	Ticuna-Yuri	0			
3096	Pebas	heart	caïshi	caïshi	k a i ʃ i	Martius: cor	Peba-Yagua	0			
3250	Shiwilu	heart	dinlupi	dinlupi	ð i n l u p i		Cahuapanan	0			
3431	Shuar	heart	anentái	anentái	a n ɨ n t !ái/ei		Chicham	0			
3818	Urarina	heart	mũhũẽ́	mũhũẽ́	m !ũ/u h !ũ/u !ẽ́/e		Urarina	0			
3972	Wampis	heart	anentai	anentai	a n e n t a i		Chicham	0			
4114	Yagua	heart	jachitadi	jachitadi	h a tʃ i t a d i		Peba-Yagua	0			
4303	Yanesha	heart	ʎot͡ʃeret͡s	ʎot͡ʃeret͡s	ʎ o tʃ e ɾ e ts		Arawakan	0			
4525	Zaparo	heart	uihya	uihya	u i hʲ a		Zaparoan	0			
71	Iquito	heavy	iinana	iinana	iː n a n a	heavy	Zaparoan	0			
586	Resigaro	heavy	hiʒan̥iiʔ	hiʒan̥iiʔ	h i ʒ a n̥ iː ʔ		Arawakan	0			
798	WitotoMinica	heavy	mérede	mérede	m !é/e !r/ɾ e d e		Huitotoan	0			
1005	WitotoMurui	heavy	merede	merede	m e r e d e		Huitotoan	0			
1210	WitotoNipode	heavy	mérede	mérede	m !é/e !r/ɾ e d e		Huitotoan	0			
1305	Aguaruna	heavy	kihin	kihin	k i h i n		Chicham	0			
1439	Arabela	heavy	niikwia	niikwia	n iː k i a		Zaparoan	0			
1564	Candoshi-Shapra	heavy	kajaka	kajaka	k a j a k a		Candoshi-Shapra	0			
1679	Chayahuita	heavy	kɨkɨn	kɨkɨn	k ɨ k ɨ n		Cahuapanan	0			
1804	Muniche	heavy	hɨtsɨtsaʔa	hɨtsɨtsaʔa	h ɨ ts ɨ ts a ʔ a		Muniche	0			
2630	AchuarShiwiar	heavy	kíjin	kíjin	k !í/i h i n	Because of order of the entries: méram	Chicham	0			
3251	Shiwilu	heavy	kuer’a’su’	kuer’a’su’	kʷ ə ˀr a ʔ s u ʔ		Cahuapanan	0			
3432	Shuar	heavy	eméram	eméram	ɨ m !é/ɨ ɾ a m	Because of order of entries, here are the variant: kijín	Chicham	0			
3768	Urarina	heavy	an̪ããĩʰt̪í	an̪ããĩʰt̪í	a n !̪ã/a !ã/a !ĩʰ/i̤ ∼ t !̪í/i		Urarina	0			
3918	Wampis	heavy	kijin	kijin	k i h i n		Chicham	0			
4222	Yagua	heavy	jima	jima	h i m a		Peba-Yagua	0			
4434	Yanesha	heavy	eɲeɻ	eɲeɻ	e ɲ e ɻ		Arawakan	0			
4526	Zaparo	heavy	inyaka	inyaka	i ɲ a k a		Zaparoan	0			
72	Iquito	here	kiniki	kiniki	k i n i k i	here	Zaparoan	0			
377	Ocaina	here	bá	bá	b !á/a		Huitotoan	0			
378	Ocaina	here	bɯ̃́	bɯ̃́	b !ɯ̃́/ɯ		Huitotoan	0			
559	Resigaro	here	βeʔi	βeʔi	β e ʔ i		Arawakan	0			
760	WitotoMinica	here	bené	bené	b e n !é/e		Huitotoan	0			
761	WitotoMinica	here	benó	benó	b e n !ó/o		Huitotoan	0			
972	WitotoMurui	here	benomo	benomo	b e n o m o		Huitotoan	0			
1178	WitotoNipode	here	benó	benó	b e n !ó/o		Huitotoan	0			
1306	Aguaruna	here	jui	jui	j ʊ i		Chicham	0			
1440	Arabela	here	nija	nija	n i h a		Zaparoan	0			
1680	Chayahuita	here	isɨkɨ	isɨkɨ	i s ɨ k ɨ		Cahuapanan	0			
1805	Muniche	here	naneʔe	naneʔe	n a n e ʔ e		Muniche	0			
1919	Taushiro	here	aʔɨ	aʔɨ	a ʔ ɨ		Taushiro	0			
2397	Proto-Bora-Muinane	here	hi-noo-ri	hi-noo-ri	h i + n o o + r i			0			
2398	Bora	here	í-ɲeé-ri	í-ɲeé-ri	!í/i + ɲ e !é/e + r i		Boran	0			
2399	Muinane	here	hi-néé-ri	hi-néé-ri	h i + n !é/e !é/e + r i		Boran	0			
2631	AchuarShiwiar	here	jú̃ni	jú̃ni	h !ú̃/u n i		Chicham	0			
2823	Canichana	here	heuniche	heuniche	h e u n i tʃ e		Canichana	0			
3252	Shiwilu	here	asek	asek	a s ə ˀk		Cahuapanan	0			
3433	Shuar	here	juí	juí	h u !í/i		Chicham	0			
3617	Omurano	here	ńtalo	ńtalo	n t a l o	Tessmann: hier	Omurano	0			
3694	Yameo	here	anṹlaṛa	anṹlaṛa	a n !ṹ/u l a !ṛ/r a	Tessmann: hier	Peba-Yagua	0			
3863	Urarina	here	kaɨ́	kaɨ́	k a !ɨ́/i		Urarina	0			
3895	Wampis	here	jui	jui	h u i		Chicham	0			
4233	Yagua	here	yu	yu	j u		Peba-Yagua	0			
4447	Yanesha	here	aɻ	aɻ	a ɻ		Arawakan	0			
4527	Zaparo	here	ani	ani	a n i	Varient: aniti	Zaparoan	0			
75	Iquito	how	jaátaaraa	jaátaaraa	h !aá/aː t aː r aː	how	Zaparoan	0			
370	Ocaina	how	dzoʔxáʔmɯ	dzoʔxáʔmɯ	dz o ʔ x !á/a ʔ m ɯ		Huitotoan	0			
371	Ocaina	how	dzoʔɸɯɯráʔ	dzoʔɸɯɯráʔ	dz o ʔ ɸ ɯː r !á/a ʔ		Huitotoan	0			
556	Resigaro	how	hidéʔhee	hidéʔhee	h i d !é/e ʔ h eː		Arawakan	0			
755	WitotoMinica	how	nɯ́eθe	nɯ́eθe	n !ɯ́/ɯ e θ e		Huitotoan	0			
756	WitotoMinica	how	nédi	nédi	n !é/e d i		Huitotoan	0			
968	WitotoMurui	how	nɯeθe	nɯeθe	n ɯ e θ e		Huitotoan	0			
1174	WitotoNipode	how	naitó	naitó	n a i t !ó/o		Huitotoan	0			
1308	Aguaruna	how	wahuk	wahuk	w a h ʊ k		Chicham	0			
1442	Arabela	how	j̃ijano	j̃ijano	!h̃/h i h a n o		Zaparoan	0			
1566	Candoshi-Shapra	how	tamaapaɾi	tamaapaɾi	t a m aː p a ɾ i		Candoshi-Shapra	0			
1682	Chayahuita	how	onpoɾawatontaʔ	onpoɾawatontaʔ	o n p o ɾ a w a t o n t a ʔ		Cahuapanan	0			
1807	Muniche	how	peɾna	peɾna	p e ɾ n a		Muniche	0			
1921	Taushiro	how	ɨntɨhan	ɨntɨhan	ɨ n t ɨ h a n		Taushiro	0			
2394	Proto-Bora-Muinane	how	mɨʔɨ	mɨʔɨ	m ɨ ʔ ɨ			0			
2395	Bora	how	mɯʔtɯ	mɯʔtɯ	m ɯ ʔ t ɯ		Boran	0			
2396	Muinane	how	mɨ́ʤɨ	mɨ́ʤɨ	m !ɨ́/ɨ dʒ ɨ		Boran	0			
2634	AchuarShiwiar	how	itúr	itúr	i t !ú/u r	Phonological alternation: itiúr	Chicham	0			
2824	Canichana	how	corissi	corissi	k o ɾ i s s i		Canichana	0			
3254	Shiwilu	how	ma’pu’su	ma’pu’su	m a ʔ p u ʔ s u		Cahuapanan	0			
3435	Shuar	how	itiúr	itiúr	i t i !ú/u ɾ		Chicham	0			
3833	Urarina	how	dʒat̪uʷan̪ẽ́ẽ́ĩ	dʒat̪uʷan̪ẽ́ẽ́ĩ	dʒ a t !̪uʷ/u a n !̪ẽ́/e !ẽ́/e !ĩ/i		Urarina	0			
3901	Wampis	how	uruk	uruk	u r u k		Chicham	0			
4472	Yanesha	how	eɻotʲenaˀt	eɻotʲenaˀt	e ɻ o tʲ e n a ʔ t		Arawakan	0			
4529	Zaparo	how	tiya	tiya	t i j a		Zaparoan	0			
77	Iquito	husband	níyaaka	níyaaka	n !í/i j aː k a	husband	Zaparoan	0			
216	Ocaina	husband	õõna	õõna	!õõ/oː n a		Huitotoan	0			
464	Resigaro	husband	ʤíigí	ʤíigí	dʒ !íi/iː g !í/i		Arawakan	0			
641	WitotoMinica	husband	ɯìni	ɯìni	ɯ !ì/i n i		Huitotoan	0			
859	WitotoMurui	husband	ɯni	ɯni	ɯ n i		Huitotoan	0			
1067	WitotoNipode	husband	ɯìni	ɯìni	ɯ !ì/i n i		Huitotoan	0			
2138	Proto-Bora-Muinane	husband	tahe	tahe	t a h e			0			
2139	Bora	husband	tʰahɨ	tʰahɨ	tʰ a h ɨ		Boran	0			
2140	Muinane	husband	táhe	táhe	t !á/a h e		Boran	0			
2635	AchuarShiwiar	husband	áishri	áishri	!ái/ɨi ʃ r i		Chicham	0			
2825	Canichana	husband	eu-cohti	eu-cohti	e u + k o h t i	eu = 1SG . This form translates to ‘marido’ (which makes reference to the living together/apart distinction): eu-cihiti	Canichana	0			
2945	Juri	husband	wesokoy	wesokoy	w e s o k o j	Martius: maritus (conjux)	Ticuna-Yuri	0			
3009	Juri	husband	tchoucú	tchoucú	dʒ o u c !ú/u	Martius: vir	Ticuna-Yuri	0			
3086	Coeruna	husband	ûaimé	ûaimé	!û/u a i m !é/e	Martius: vir	Huitotoan	0			
3119	Pebas	husband	comoley	comoley	k o m o l e j	Martius: vir	Peba-Yagua	0			
3183	MiranhaCarapana-Tapuya	husband	thimae	thimae	t i m a e	Martius: vir	Huitotoan	0			
3256	Shiwilu	husband	suda	suda	s u ð a		Cahuapanan	0			
3437	Shuar	husband	áish	áish	!ái/ei ʃ		Chicham	0			
3597	Omurano	husband	njiwā́na	njiwā́na	ɲ i w !ā́/a n a	Tessmann: Ehemann	Omurano	0			
3670	Yameo	husband	ilē̠yā́	ilē̠yā́	i l !ē̠/e j !ā́/a	Tessmann: Ehemann	Peba-Yagua	0			
3928	Wampis	husband	aishri	aishri	a i ʃ r i	aishi + possession	Chicham	0			
4096	Yagua	husband	sawanu	sawanu	s a w a n u		Peba-Yagua	0			
4273	Yanesha	husband	ɽoʎaɾet͡s	ɽoʎaɾet͡s	ɽ o ʎ a ɾ e ts		Arawakan	0			
4530	Zaparo	husband	iryanaw	iryanaw	i rʲ a n au		Zaparoan	0			
575	Resigaro	ice	hooníʔiʔβotʰoonú	hooníʔiʔβotʰoonú	h oː n !í/i ʔ i ʔ β o tʰ oː n !ú/u		Arawakan	0			
1196	WitotoNipode	ice	háɯnoihɯ	háɯnoihɯ	h !á/a ɯ n o i h ɯ		Huitotoan	0			
4136	Yagua	ice	sudodi	sudodi	s u d o d i		Peba-Yagua	0			
4337	Yanesha	ice	unt / sose / et͡ʃaɽ	unt	u n t		Arawakan	0			
4338	Yanesha	ice	unt / sose / et͡ʃaɽ	sose	s o s e		Arawakan	0			
4339	Yanesha	ice	unt / sose / et͡ʃaɽ	et͡ʃaɽ	e tʃ a ɽ		Arawakan	0			
574	Resigaro	if	tsíá	tsíá	td !í/i !á/a		Arawakan	0			
783	WitotoMinica	if	íadɯ	íadɯ	!í/i a d ɯ		Huitotoan	0			
784	WitotoMinica	if	níadɯ	níadɯ	n !í/i a d ɯ		Huitotoan	0			
991	WitotoMurui	if	dena	dena	d e n a		Huitotoan	0			
992	WitotoMurui	if	na	na	n a		Huitotoan	0			
1195	WitotoNipode	if	ia	ia	i a		Huitotoan	0			
1310	Aguaruna	if	ɨʔɨ	ɨʔɨ	ɨ ʔ ɨ		Chicham	0			
1444	Arabela	if	maaɾaj̃a	maaɾaj̃a	m aː ɾ a !h̃/h a		Zaparoan	0			
2436	Proto-Bora-Muinane	if	-ʔaʧʧiihɨ	-ʔaʧʧiihɨ	ʔ a tʃ tʃ i i h ɨ			0			
2437	Bora	if	ʔahʧʰííhʲɯ	ʔahʧʰííhʲɯ	ʔ a h tʃʰ !í/i !í/i hʲ ɯ		Boran	0			
2438	Muinane	if	aʧʧihɨ	aʧʧihɨ	a tʃ tʃ i h ɨ		Boran	0			
2637	AchuarShiwiar	if	-ka	-ka	k a	Phonological alternation: -kia	Chicham	0			
3439	Shuar	if	-ka	-ka	k a		Chicham	0			
4081	Wampis	if	-sha	-sha	ʃ a	a subordinator -sha is used for conditional	Chicham	0			
4478	Yanesha	if	haː	haː	h aː		Arawakan	0			
79	Iquito	in	=jina	=jina	h i n a	in	Zaparoan	0			
398	Ocaina	in	haa	haa	h aː		Huitotoan	0			
399	Ocaina	in	hadʲa	hadʲa	h a dʲ a		Huitotoan	0			
572	Resigaro	in	gikó	gikó	g i k !ó/o		Arawakan	0			
779	WitotoMinica	in	mo	mo	m o		Huitotoan	0			
780	WitotoMinica	in	éro	éro	!é/e !r/ɾ o		Huitotoan	0			
781	WitotoMinica	in	hóɸo	hóɸo	h !ó/o ɸ o		Huitotoan	0			
987	WitotoMurui	in	mo	mo	m o		Huitotoan	0			
988	WitotoMurui	in	ero	ero	e r o		Huitotoan	0			
989	WitotoMurui	in	hoɸo	hoɸo	h o ɸ o		Huitotoan	0			
1191	WitotoNipode	in	mo	mo	m o		Huitotoan	0			
1192	WitotoNipode	in	éro	éro	!é/e !r/ɾ o		Huitotoan	0			
1193	WitotoNipode	in	hópo	hópo	h !ó/o p o		Huitotoan	0			
1311	Aguaruna	in	initak	initak	i n i t a k		Chicham	0			
1445	Arabela	in	ko	ko	k o		Zaparoan	0			
2430	Proto-Bora-Muinane	in	paino	paino	p a i n o			0			
2431	Bora	in	pʰaɲe	pʰaɲe	pʰ a ɲ e		Boran	0			
2432	Muinane	in	ɸaɲo	ɸaɲo	ɸ a ɲ o		Boran	0			
2638	AchuarShiwiar	in	-num	-num	n u m	Phonological alternation: -nam	Chicham	0			
3259	Shiwilu	in	=k	=k	k		Cahuapanan	0			
3440	Shuar	in	-nam	-nam	n a m	With consonant-ending nouns	Chicham	0			
3441	Shuar	in	-num	-num	n u m	With vowel-ending nouns	Chicham	0			
3848	Urarina	in	kɨ́	kɨ́	k !ɨ́/i		Urarina	0			
4076	Wampis	in	-num / nam / -i	-num	n u m	locative postposition -num / nam /- i	Chicham	0			
